厂别,备件类型,设备类型,膜层,制程,寿命规格,站点,机台号-腔室,参数名称
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED01-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED02-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED03-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED03-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED03-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED17-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED17-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED17-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,15500.0,3AED17-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED01-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED02-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED03-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED03-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED03-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED17-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED17-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED17-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,18500.0,3AED17-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED01-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED02-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED03-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED03-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED03-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED17-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED17-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED17-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1T500,3AED17-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED01-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED02-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED03-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED03-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED03-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED17-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED17-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED17-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,B4500,3AED17-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED01-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED02-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED03-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED03-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED03-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED17-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED17-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED17-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U500,3AED17-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED01-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED02-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED03-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED03-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED03-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED17-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED17-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED17-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U501,3AED17-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED01-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED02-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED03-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED03-PC3,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED03-PC5,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED17-PC1,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED17-PC2,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED17-PC4,
Array,陶瓷,DET,M3/M4/M5,M3/M4/M5 DET,17500sheet,1U502,3AED17-PC5,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED04-PC1,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED04-PC2,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED04-PC4,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED04-PC5,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED10-PC1,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED10-PC3,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED10-PC4,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED10-PC5,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED11-PC4,
Array,Shower Plate,DET,ILD,ILD DET,7500sheet,14500.0,3AED11-PC5,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED04-PC1,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED04-PC2,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED04-PC4,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED04-PC5,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED10-PC1,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED10-PC3,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED10-PC4,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED10-PC5,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED11-PC4,
Array,下电极,DET,ILD,ILD DET,57000sheet,14500.0,3AED11-PC5,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED04-PC1,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED04-PC2,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED04-PC4,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED04-PC5,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED10-PC1,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED10-PC3,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED10-PC4,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED10-PC5,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED11-PC4,
Array,陶瓷,DET,ILD,ILD DET,7500sheet,14500.0,3AED11-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC4,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED11-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED11-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED11-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED12-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED12-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC4,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED11-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED11-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED11-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED12-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED12-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC4,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED11-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED11-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED11-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED12-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED12-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED09-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED09-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED09-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED09-PC4,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED09-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED11-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED11-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED11-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED12-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P500,3AED12-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED09-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED09-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED09-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED09-PC4,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED09-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED11-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED11-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED11-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED12-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1P501,3AED12-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED09-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED09-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED09-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED09-PC4,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED09-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED11-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED11-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED11-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED12-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,B2500,3AED12-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED09-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED09-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED09-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED09-PC4,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED09-PC5,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED11-PC1,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED11-PC2,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED11-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED12-PC3,
Array,Shower Plate,DET,PV/Buffer,PV/Buffer DET,15000sheet,1D500,3AED12-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED09-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED09-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED09-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED09-PC4,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED09-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED11-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED11-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED11-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED12-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1J500,3AED12-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED09-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED09-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED09-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED09-PC4,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED09-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED11-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED11-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED11-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED12-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1L500,3AED12-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED09-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED09-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED09-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED09-PC4,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED09-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED11-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED11-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED11-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED12-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1H500,3AED12-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED09-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED09-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED09-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED09-PC4,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED09-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED11-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED11-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED11-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED12-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P500,3AED12-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED09-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED09-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED09-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED09-PC4,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED09-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED11-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED11-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED11-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED12-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1P501,3AED12-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED09-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED09-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED09-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED09-PC4,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED09-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED11-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED11-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED11-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED12-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,B2500,3AED12-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED09-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED09-PC2,
